C:\Users\nicho\Dokumen\Projects\FOOD\dataset\21 (ayam pop)\labels\ayam_pop-47-_jpg.rf.6c535dade7e9b2fd776d277d00924e90.txt  |  4 0.3643724696356275 0.16022099447513813 0.3522267206477733 0.2265193370165746 0.3684210526315789 0.26519337016574585 0.4089068825910931 0.2265193370165746 0.46558704453441296 0.22099447513812154 0.5182186234817814 0.32044198895027626 0.6356275303643725 0.30386740331491713 0.6437246963562753 0.23204419889502761 0.6194331983805668 0.1712707182320442 0.5020242914979757 0.08287292817679558 0.44129554655870445 0.0718232044198895 0.4089068825910931 0.08839779005524862
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\21 (ayam pop)\labels\ayam_pop-47-_jpg.rf.6c535dade7e9b2fd776d277d00924e90.txt  |  4 0.06882591093117409 0.3149171270718232 0.0728744939271255 0.3867403314917127 0.11336032388663968 0.430939226519337 0.145748987854251 0.430939226519337 0.3157894736842105 0.3425414364640884 0.3522267206477733 0.287292817679558 0.3481781376518219 0.20994475138121546 0.30364372469635625 0.13259668508287292 0.19433198380566802 0.13259668508287292 0.1659919028340081 0.20441988950276244 0.11740890688259109 0.23756906077348067
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\21 (ayam pop)\labels\ayam_pop-78-_jpg.rf.adf10bb03e81d06012796784e7a8ab7d.txt  |  7 0.1625 0.016666666666666666 0.16125 0.03833333333333333 0.15375 0.05 0.14 0.056666666666666664 0.14125 0.07833333333333334 0.12625 0.075 0.12125 0.08 0.12375 0.11833333333333333 0.1375 0.15 0.1775 0.16 0.19375 0.17666666666666667 0.205 0.21166666666666667 0.21875 0.22333333333333333 0.23875 0.26 0.25875 0.23666666666666666 0.27125 0.23333333333333334 0.275 0.225 0.31375 0.19666666666666666 0.33 0.19166666666666668 0.35 0.13833333333333334 0.3575 0.13 0.41875 0.115 0.45 0.13 0.48375 0.17833333333333334 0.4925 0.14833333333333334 0.4975 0.14666666666666667 0.515 0.105 0.55625 0.08 0.60125 0.08666666666666667 0.64625 0.12333333333333334 0.6775 0.13166666666666665 0.69375 0.145 0.70375 0.16333333333333333 0.72875 0.15833333333333333 0.71 0.115 0.71375 0.10833333333333334 0.73 0.10833333333333334 0.72375 0.058333333333333334 0.73125 0.028333333333333332 0.7425 0.016666666666666666 0.76125 0.021666666666666667 0.79875 0.09166666666666666 0.8175 0.15 0.81875 0.17666666666666667 0.83125 0.2 0.85 0.20666666666666667 0.86 0.235 0.87625 0.26 0.93875 0.3233333333333333 0.95375 0.31 0.9525 0.2916666666666667 0.965 0.2733333333333333 0.97 0.27666666666666667 0.97375 0.27166666666666667 0.975 0.24 0.985 0.23166666666666666 0.9825 0.225 0.99125 0.19666666666666666 0.98375 0.17 0.95 0.11 0.935 0.1 0.9125 0.10333333333333333 0.86125 0.03833333333333333 0.86625 0 0.19125 0 0.1825 0.013333333333333334 0.1725 0.01
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\21 (ayam pop)\labels\ayam_pop-78-_jpg.rf.adf10bb03e81d06012796784e7a8ab7d.txt  |  4 0.25125 0.2833333333333333 0.25 0.31333333333333335 0.255 0.32166666666666666 0.2975 0.36833333333333335 0.31625 0.365 0.35875 0.3383333333333333 0.4025 0.32666666666666666 0.455 0.2966666666666667 0.4875 0.24833333333333332 0.48 0.185 0.45125 0.13333333333333333 0.42 0.11833333333333333 0.35625 0.13166666666666665 0.33375 0.18833333333333332 0.3 0.21 0.26625 0.25166666666666665
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\21 (ayam pop)\labels\ayam_pop-78-_jpg.rf.adf10bb03e81d06012796784e7a8ab7d.txt  |  4 0.49375 0.14166666666666666 0.4825 0.18666666666666668 0.48625 0.215 0.4975 0.23666666666666666 0.54125 0.2 0.58875 0.205 0.59625 0.215 0.6 0.26666666666666666 0.60875 0.30333333333333334 0.68 0.30666666666666664 0.7 0.295 0.71125 0.26666666666666666 0.71875 0.20833333333333334 0.69625 0.15333333333333332 0.67125 0.13 0.64 0.12166666666666667 0.63375 0.11 0.6125 0.095 0.59 0.085 0.54625 0.085 0.52 0.1
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\21 (ayam pop)\labels\ayam_pop-78-_jpg.rf.adf10bb03e81d06012796784e7a8ab7d.txt  |  13 0.10375 0.155 0.10375 0.17666666666666667 0.11125 0.17666666666666667 0.13 0.20166666666666666 0.115 0.22666666666666666 0.1025 0.22833333333333333 0.08 0.25 0.06125 0.285 0.01875 0.265 0 0.265 0 0.9983333333333333 0.01375 0.9983333333333333 0.05125 0.965 0.06375 0.9383333333333334 0.14 0.9833333333333333 0.14125 0.9983333333333333 0.215 0.9983333333333333 0.22125 0.95 0.21625 0.9066666666666666 0.25625 0.8883333333333333 0.26625 0.93 0.2825 0.9483333333333334 0.31 0.945 0.31875 0.91 0.32375 0.8516666666666667 0.35 0.8266666666666667 0.35875 0.8066666666666666 0.32 0.8066666666666666 0.305 0.7966666666666666 0.28125 0.7983333333333333 0.2425 0.79 0.23875 0.7816666666666666 0.2275 0.78 0.21375 0.76 0.2 0.76 0.19125 0.7433333333333333 0.1975 0.73 0.18875 0.695 0.19 0.6816666666666666 0.21625 0.6533333333333333 0.1925 0.6216666666666667 0.19375 0.59 0.20375 0.5766666666666667 0.20375 0.5566666666666666 0.21125 0.5316666666666666 0.195 0.5133333333333333 0.18875 0.4683333333333333 0.20875 0.43333333333333335 0.21375 0.41333333333333333 0.26625 0.38666666666666666 0.28 0.37166666666666665 0.28 0.35833333333333334 0.245 0.315 0.24125 0.2833333333333333 0.185 0.17166666666666666 0.15375 0.15666666666666668
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\21 (ayam pop)\labels\ayam_pop-85-_jpg.rf.6e49868caf6c07c4038e85c0aa9545b1.txt  |  4 0.372 0.16729323308270677 0.374 0.2236842105263158 0.388 0.23308270676691728 0.492 0.20676691729323307 0.51 0.19360902255639098 0.48 0.14285714285714285 0.488 0.07894736842105263 0.5 0.05075187969924812 0.45 0.06390977443609022 0.408 0.09210526315789473 0.384 0.12406015037593984
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\21 (ayam pop)\labels\ayam_pop-88-_jpg.rf.d3d94a390f0b0d7f35f245d39bec0a67.txt  |  7 0.28541666666666665 0.013888888888888888 0.2875 0.06666666666666667 0.3125 0.04722222222222222 0.33125 0.05555555555555555 0.3416666666666667 0.16666666666666666 0.3645833333333333 0.2 0.3729166666666667 0.2 0.38125 0.10833333333333334 0.39166666666666666 0.08333333333333333 0.4083333333333333 0.075 0.4375 0.07222222222222222 0.49583333333333335 0.09166666666666666 0.5291666666666667 0.11666666666666667 0.5416666666666666 0.14166666666666666 0.5875 0.125 0.6354166666666666 0.16944444444444445 0.6645833333333333 0.17777777777777778 0.6916666666666667 0.2222222222222222 0.7375 0.2222222222222222 0.7604166666666666 0.2388888888888889 0.8041666666666667 0.24722222222222223 0.8270833333333333 0.2833333333333333 0.8208333333333333 0.36944444444444446 0.8354166666666667 0.38333333333333336 0.8708333333333333 0.3861111111111111 0.8979166666666667 0.37222222222222223 0.9104166666666667 0.3277777777777778 0.9354166666666667 0.3138888888888889 0.9395833333333333 0.26666666666666666 0.9333333333333333 0.25277777777777777 0.9625 0.20277777777777778 0.9583333333333334 0.16666666666666666 0.9145833333333333 0.04722222222222222 0.9145833333333333 0.016666666666666666 0.9020833333333333 0 0.28958333333333336 0
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\21 (ayam pop)\labels\ayam_pop-88-_jpg.rf.d3d94a390f0b0d7f35f245d39bec0a67.txt  |  4 0.375 0.14722222222222223 0.3770833333333333 0.20833333333333334 0.41041666666666665 0.25555555555555554 0.45 0.275 0.48541666666666666 0.24444444444444444 0.5083333333333333 0.2388888888888889 0.54375 0.2638888888888889 0.5666666666666667 0.2972222222222222 0.6166666666666667 0.2972222222222222 0.6458333333333334 0.30833333333333335 0.66875 0.35555555555555557 0.6729166666666667 0.4111111111111111 0.74375 0.4083333333333333 0.7833333333333333 0.4222222222222222 0.8166666666666667 0.36666666666666664 0.8229166666666666 0.2916666666666667 0.80625 0.25555555555555554 0.7604166666666666 0.24166666666666667 0.5979166666666667 0.13333333333333333 0.5708333333333333 0.12777777777777777 0.54375 0.14444444444444443 0.5 0.09722222222222222 0.41875 0.07777777777777778 0.3854166666666667 0.10555555555555556
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\21 (ayam pop)\labels\ayam_pop-88-_jpg.rf.d3d94a390f0b0d7f35f245d39bec0a67.txt  |  12 0.44583333333333336 0.28888888888888886 0.44375 0.3333333333333333 0.4791666666666667 0.36666666666666664 0.4895833333333333 0.4 0.5166666666666667 0.43333333333333335 0.5666666666666667 0.4666666666666667 0.6020833333333333 0.4777777777777778 0.6666666666666666 0.41388888888888886 0.6645833333333333 0.35 0.64375 0.3111111111111111 0.5604166666666667 0.2972222222222222 0.5458333333333333 0.26944444444444443 0.5104166666666666 0.24444444444444444 0.46875 0.25833333333333336
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\21 (ayam pop)\labels\ayam_pop-96-_jpg.rf.be8e4a605d79a0dcde7b72cc85bdd624.txt  |  7 0.04375 0.07720588235294118 0.05 0.13970588235294118 0.09375 0.16176470588235295 0.903125 0.22426470588235295 0.94375 0.28308823529411764 0.996875 0.3272058823529412 0.996875 0.10294117647058823 0.9625 0.10661764705882353 0.90625 0.058823529411764705 0.9125 0 0.115625 0
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\21 (ayam pop)\labels\ayam_pop-96-_jpg.rf.be8e4a605d79a0dcde7b72cc85bdd624.txt  |  4 0.196875 0.29044117647058826 0.2 0.3272058823529412 0.246875 0.3786764705882353 0.4 0.31985294117647056 0.440625 0.29411764705882354 0.484375 0.23897058823529413 0.571875 0.20588235294117646 0.590625 0.21323529411764705 0.61875 0.3088235294117647 0.6875 0.3088235294117647 0.715625 0.3014705882352941 0.734375 0.2757352941176471 0.7375 0.17279411764705882 0.5875 0.08823529411764706 0.515625 0.09926470588235294 0.46875 0.1801470588235294 0.453125 0.1801470588235294 0.428125 0.13970588235294118 0.396875 0.125 0.325 0.1323529411764706 0.290625 0.19117647058823528 0.20625 0.2610294117647059
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\21 (ayam pop)\labels\ayam_pop-96-_jpg.rf.be8e4a605d79a0dcde7b72cc85bdd624.txt  |  13 0.015625 0.15808823529411764 0.015625 0.18382352941176472 0.040625 0.21691176470588236 0 0.2426470588235294 0 0.9742647058823529 0.01875 0.9963235294117647 0.153125 0.9963235294117647 0.15 0.9485294117647058 0.203125 0.9338235294117647 0.228125 0.9742647058823529 0.259375 0.9669117647058824 0.271875 0.8970588235294118 0.30625 0.8419117647058824 0.234375 0.8419117647058824 0.203125 0.8272058823529411 0.18125 0.8455882352941176 0.16875 0.8125 0.11875 0.7683823529411765 0.115625 0.7279411764705882 0.140625 0.6727941176470589 0.11875 0.6433823529411765 0.1375 0.5477941176470589 0.121875 0.5257352941176471 0.1125 0.46691176470588236 0.14375 0.43014705882352944 0.228125 0.3786764705882353 0.190625 0.33455882352941174 0.153125 0.25735294117647056 0.134375 0.25 0.11875 0.18382352941176472 0.071875 0.15808823529411764
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\38 (martabak manis)\labels\apam_balik_100_jpg.rf.f16605cf8f097f9ad9284b6592f9912b.txt  |  0 0.4476987447698745 0.165625 0.6610878661087866 0.178125 0.8158995815899581 0.234375 0.9372384937238494 0.321875 0.99581589958159 0.415625 1 0.640625 0.9665271966527197 0.703125 0.9163179916317992 0.75625 0.8242677824267782 0.81875 0.6569037656903766 0.875 0.4393305439330544 0.878125 0.25523012552301255 0.828125 0.10460251046025104 0.715625 0.03347280334728033 0.596875 0.008368200836820083 0.58125 0.008368200836820083 0.503125 0.029288702928870293 0.48125 0.03347280334728033 0.4375 0.06276150627615062 0.378125 0.12133891213389121 0.3125 0.20920502092050208 0.24375 0.28870292887029286 0.203125
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\38 (martabak manis)\labels\apam_balik_101_jpg.rf.0404d1cf6cf74f59fcdc5269e8f784a4.txt  |  0 0.4430379746835443 0.19745222929936307 0.6497890295358649 0.20063694267515925 0.6919831223628692 0.21337579617834396 0.810126582278481 0.2929936305732484 0.8016877637130801 0.3662420382165605 1 0.37898089171974525 0.9915611814345991 0.6624203821656051 0.9789029535864979 0.6815286624203821 0.9493670886075949 0.7101910828025477 0.8734177215189873 0.7356687898089171 0.569620253164557 0.7866242038216561 0.1729957805907173 0.8343949044585988 0.016877637130801686 0.821656050955414 0.004219409282700422 0.7101910828025477 0.004219409282700422 0.5668789808917197 0.02531645569620253 0.5063694267515924 0.012658227848101266 0.34076433121019106 0.06329113924050633 0.2802547770700637 0.1518987341772152 0.22929936305732485 0.19831223628691982 0.22611464968152867 0.19831223628691982 0.24203821656050956 0.21518987341772153 0.24203821656050956 0.22784810126582278 0.22929936305732485 0.20675105485232068 0.21656050955414013
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\38 (martabak manis)\labels\apam_balik_102_jpg.rf.149b4f64f1d97af5ff209cdd3e358ac2.txt  |  0 0.466 0.19760683760683762 0.48 0.19965811965811966 0.4985 0.20547008547008547 0.5305 0.2123076923076923 0.5845 0.22153846153846155 0.6065 0.23145299145299145 0.6175 0.24034188034188034 0.641 0.25504273504273506 0.6495 0.2635897435897436 0.6565 0.26871794871794874 0.6605 0.27555555555555555 0.672 0.28991452991452993 0.67525 0.2964102564102564 0.68275 0.30564102564102563 0.69125 0.3213675213675214 0.69675 0.3288888888888889 0.70925 0.35384615384615387 0.7225 0.39487179487179486 0.7295 0.4335042735042735 0.7345 0.4694017094017094 0.73625 0.49196581196581196 0.73625 0.5347008547008547 0.7345 0.5647863247863247 0.73075 0.6023931623931624 0.72725 0.6157264957264957 0.7245 0.6215384615384615 0.72175 0.6246153846153846 0.709 0.6276923076923077 0.698 0.6352136752136752 0.68875 0.6461538461538462 0.66725 0.6666666666666666 0.661 0.6741880341880342 0.632 0.6988034188034188 0.61325 0.7121367521367521 0.59 0.7247863247863248 0.57 0.731965811965812 0.554 0.7353846153846154 0.52075 0.7374358974358974 0.481 0.7364102564102564 0.4535 0.731965811965812 0.44775 0.7285470085470086 0.431 0.7227350427350427 0.423 0.7172649572649573 0.40525 0.7100854700854701 0.399 0.7046153846153846 0.38975 0.6994871794871795 0.3825 0.6923076923076923 0.37025 0.6837606837606838 0.356 0.67008547008547 0.34125 0.6533333333333333 0.337 0.6468376068376068 0.3345 0.6406837606837607 0.32775 0.6324786324786325 0.32225 0.6167521367521368 0.3155 0.6085470085470085 0.3115 0.5924786324786325 0.30575 0.5808547008547008 0.305 0.5726495726495726 0.3055 0.5555555555555556 0.2965 0.5056410256410256 0.29625 0.4646153846153846 0.2935 0.4485470085470086 0.288 0.4297435897435897 0.28825 0.4157264957264957 0.28625 0.39247863247863246 0.28125 0.37846153846153846 0.28 0.3699145299145299 0.2815 0.34324786324786327 0.285 0.3295726495726496 0.29075 0.3145299145299145 0.2935 0.31145299145299143 0.29875 0.3104273504273504 0.30225 0.307008547008547 0.30275 0.30153846153846153 0.30175 0.29162393162393163 0.30975 0.27829059829059827 0.32025 0.26837606837606837 0.33375 0.2594871794871795 0.35675 0.23965811965811964 0.36575 0.23452991452991453 0.38425 0.227008547008547 0.40125 0.21675213675213675 0.41025 0.212991452991453 0.43175 0.2064957264957265 0.446 0.20068376068376068
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\38 (martabak manis)\labels\apam_balik_102_jpg.rf.149b4f64f1d97af5ff209cdd3e358ac2.txt  |  0 0.73275 0.010256410256410256 0.7745 0.011623931623931624 0.81 0.019145299145299145 0.819 0.023247863247863248 0.86075 0.04786324786324787 0.88225 0.07008547008547009 0.901 0.0864957264957265 0.922 0.11384615384615385 0.93125 0.12991452991452992 0.95475 0.18153846153846154 0.96575 0.214017094017094 0.974 0.24957264957264957 0.97975 0.26837606837606837 0.98175 0.27829059829059827 0.981 0.3063247863247863 0.97475 0.3401709401709402 0.96625 0.36547008547008547 0.9515 0.4164102564102564 0.93525 0.4543589743589744 0.9285 0.4639316239316239 0.92125 0.4711111111111111 0.91025 0.4776068376068376 0.90075 0.48512820512820515 0.87575 0.49606837606837606 0.86425 0.49914529914529915 0.85575 0.5042735042735043 0.85 0.5094017094017094 0.847 0.5076923076923077 0.843 0.49606837606837606 0.8345 0.48341880341880344 0.831 0.46735042735042737 0.8245 0.4533333333333333 0.8195 0.4335042735042735 0.813 0.4177777777777778 0.801 0.38085470085470086 0.779 0.3302564102564103 0.77525 0.3162393162393162 0.734 0.2382905982905983 0.726 0.2181196581196581 0.7185 0.20341880341880342 0.714 0.1894017094017094 0.69675 0.15213675213675212 0.69125 0.13299145299145299 0.684 0.11692307692307692 0.6785 0.09914529914529914 0.672 0.08717948717948718 0.67025 0.06461538461538462 0.6665 0.05435897435897436 0.6625 0.037606837606837605 0.671 0.024957264957264958 0.683 0.019487179487179488 0.708 0.012991452991452991
C:\Users\nicho\Dokumen\Projects\FOOD\dataset\38 (martabak manis)\labels\apam_balik_102_jpg.rf.149b4f64f1d97af5ff209cdd3e358ac2.txt  |  0 0.245 0 0.403 0 0.41525 0.014358974358974359 0.427 0.017435897435897435 0.43375 0.016752136752136753 0.444 0.011965811965811967 0.44875 0.008205128205128205 0.45325 0 0.59075 0 0.595 0.011282051282051283 0.601 0.022905982905982905 0.6065 0.03794871794871795 0.60775 0.052307692307692305 0.6035 0.06666666666666667 0.596 0.08034188034188035 0.57275 0.09880341880341881 0.56225 0.10461538461538461 0.55575 0.11213675213675214 0.539 0.11658119658119658 0.535 0.11931623931623932 0.5315 0.12410256410256411 0.51375 0.1305982905982906 0.4985 0.14051282051282052 0.481 0.14735042735042736 0.46775 0.15487179487179487 0.407 0.1829059829059829 0.36875 0.19897435897435897 0.356 0.2082051282051282 0.3385 0.21777777777777776 0.317 0.22666666666666666 0.28925 0.24102564102564103 0.27125 0.24854700854700854 0.25625 0.2570940170940171 0.2405 0.26085470085470086 0.238 0.2594871794871795 0.23525 0.25572649572649575 0.2265 0.24102564102564103 0.223 0.2276923076923077 0.21625 0.21128205128205127 0.21275 0.19829059829059828 0.20625 0.15282051282051282 0.206 0.11247863247863248 0.2115 0.07623931623931623 0.2155 0.06153846153846154 0.22425 0.037264957264957266 0.23275 0.02358974358974359 0.2385 0.010256410256410256
